person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
765,Mae Murray Dorsey,Mrs. George Dorsey,f,African American,,7/25/46,,,,farming,agricultural,,169,"George Dorsey, age early 20s, a sharecropper and veteran, was killed in 1946 in Walton County, Georgia. A white farmer was driving Dorsey, his wife Mae Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them.  

Dorothy Malcolm, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mrs. Malcolm, her husband Roger Malcolm, her sister, Mae Dorsey and Dorsey’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer. A mob seized the car, kidnapped the two couples, and killed them. 

Roger Malcolm, age early 20s, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Malcolm, his wife Dorothy Malcolm, her sister, Mae Dorsey and Mae’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. 

Mae Murray Dorsey, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mae Dorsey, her husband George Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. ",7/25/46,,1946,1946,Monroe,Walton County,Georgia,4209884,4229371,4197000,public space - rural,arguing,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,Atlanta 44-203||Atlanta 44-136||Chicago 44-57||Knoxville 44-40||Newark 44-21,144-20-18||144-19M-25||144-19M-16||144-19M-14,[given name unknown] Hardigree||John Aycock||Louis Howard||E. L.  Almand||Barney Hester||Loy Harrison||Weldon Hester
810,Dorothy Malcolm,Dora Malcolm||Mrs. Roger Malcolm||Mrs. Rodger Malcolm,f,African American,,7/25/46,,,,farmer,agricultural,,169,"George Dorsey, age early 20s, a sharecropper and veteran, was killed in 1946 in Walton County, Georgia. A white farmer was driving Dorsey, his wife Mae Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them.  

Dorothy Malcolm, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mrs. Malcolm, her husband Roger Malcolm, her sister, Mae Dorsey and Dorsey’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer. A mob seized the car, kidnapped the two couples, and killed them. 

Roger Malcolm, age early 20s, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Malcolm, his wife Dorothy Malcolm, her sister, Mae Dorsey and Mae’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. 

Mae Murray Dorsey, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mae Dorsey, her husband George Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. ",7/25/46,,1946,1946,Monroe,Walton County,Georgia,4209884,4229371,4197000,public space - rural,arguing,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,Atlanta 44-203||Atlanta 44-136||Chicago 44-57||Knoxville 44-40||Newark 44-21,144-20-18||144-19M-25||144-19M-16||144-19M-14,[given name unknown] Hardigree||John Aycock||Louis Howard||E. L.  Almand||Barney Hester||Loy Harrison||Weldon Hester
933,Roger Malcolm,Rodger Malcolm,m,African American,,7/25/46,,,,farmer,agricultural,,169,"George Dorsey, age early 20s, a sharecropper and veteran, was killed in 1946 in Walton County, Georgia. A white farmer was driving Dorsey, his wife Mae Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them.  

Dorothy Malcolm, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mrs. Malcolm, her husband Roger Malcolm, her sister, Mae Dorsey and Dorsey’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer. A mob seized the car, kidnapped the two couples, and killed them. 

Roger Malcolm, age early 20s, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Malcolm, his wife Dorothy Malcolm, her sister, Mae Dorsey and Mae’s husband George Dorsey to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. 

Mae Murray Dorsey, a farmer, was killed in 1946 in Walton County, Georgia. A white farmer was driving Mae Dorsey, her husband George Dorsey, her sister, Dorothy Malcolm and Dorothy’s husband Roger Malcolm to his farm after bailing Malcolm out of jail.  Roger Malcolm had allegedly stabbed Barney Hester, Jr., his white former employer.  A mob seized the car, kidnapped the two couples, and killed them. ",7/25/46,,1946,1946,Monroe,Walton County,Georgia,4209884,4229371,4197000,public space - rural,arguing,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,Atlanta 44-203||Atlanta 44-136||Chicago 44-57||Knoxville 44-40||Newark 44-21,144-20-18||144-19M-25||144-19M-16||144-19M-14,[given name unknown] Hardigree||John Aycock||Louis Howard||E. L.  Almand||Barney Hester||Loy Harrison||Weldon Hester
854,Porter Flournoy Turner,Flournoy Turney||Porter Flournoy,m,African American,45,8/21/45,,,,taxi driver,service,,171,"Porter Flournoy Turner (1900 - 1945), a taxi driver, was killed in DeKalb County, Georgia. Turner was stabbed to death and his body was dumped on the lawn of a physician. Secret state agents working inside the KKK reported that members of the Kavalier Klub, its strong-arm squad, were boasting they had killed a middle-aged Black taxi driver in mid-August of that year.",8/21/45,,1945,1945,Atlanta,Fulton County,Georgia,4180439,4196508,4197000,victim's workplace,,,,,TRUE,TRUE,TRUE,,,,,,,,,
909,Bobbie Hall,"Robert Hall||Robert “Bobby"" Hall||Bobby Hall",m,African American,,1/30/43,,,,auto mechanic,service,,172,"Bobbie Hall (1912 - 1943), a mechanic, was killed by Sheriff Claude Screws and deputies Frank Edward Jones and Jim Bob Kelley on the county courthouse lawn in Baker County, Georgia. The policemen arrested Hall on a phony warrant. They killed him because he had previously appeared before a grand jury to recover a pistol that Sheriff Screws had wrongfully taken from him. At a federal trial a jury convicted Screws, but the conviction was overturned by an important Supreme Court opinion challenging jury instructions on the federal civil rights crimes law. ",1/30/43,,1943,1943,Newton,Baker County,Georgia,4212728,4180816,4197000,public space - urban,stealing tires; successfully appealing to the local grand jury for the return of a pistol confiscated by the sheriff,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,,,144-19M-4,Frank Edward Jones||Jim Bob Kelley||Claude Screws
924,Robert J. Sapp,Robert Sapp||Robert Snapp,m,African American,26,5/12/41,,,,mechanic's helper at Ford dealership,service,,173,"Robert J. Sapp (1915 - 1941), a mechanic’s helper, was killed by three white fellow employees in Early County, Georgia. The men took Sapp a short distance out of town and beat him with a club and a heavy piece of machine bolting.  They alleged Sapp had stolen money from the safe of his employer. Three days later, Sapp died from “pneumonia.”",5/6/41,,1941,1941,Blakely,Early County,Georgia,4183363,4192532,4197000,unknown - rural,stealing money from employer,,,,,,,TRUE,,,,,,,,
1092,William Kirby,Will Kirky||William Kirby,m,African American,75,9/3/37,,,,farming,agricultural,,174,"William Kirby (1870 - 1937), a farmer, was killed by a mob in Montgomery County, Georgia. The mob shot and killed Kirby during a gunfire exchange while they were searching Kirby’s home for Buddy Sharpe, a Black man accused of assaulting a white woman.",9/3/37,,1937,1937,Cedar Grove,Laurens County,Georgia,4186835,4205152,4197000,victim's home,assaulting a white woman; resisting the mob's efforts to search his house,TRUE,TRUE,TRUE,,,,,,,,,,,,John W. Underwood||M. A. Peterson||Ralph Grinstead||T. G. Peterson||Truman Conner||Eustis Brady
1168,Willie Reed Jr.,Willie Reid,m,African American,24,5/25/37,,,,turpentine worker,industrial / resource extraction,,175,"Willie Reed Jr., 24, a turpentine worker, was killed in 1937 by unidentified deputies in Decatur County, Georgia. Reed was accused of murdering two women, Ruby Hurst and Venie Mase Richards. The police claimed that he confessed to the murders. Deputies shot Reed to death while they were taking him to an Albany jail, alleging that he attempted to escape. A mob of 200 men and women carried his body to a baseball park and burned it.",5/25/37,,1937,1937,Albany,Dougherty County,Georgia,4179320,4191903,4197000,public space - urban,murdering two white women; attempting to escape arrest,TRUE,,TRUE,,,,,,,,,,,,R. A. Stephens||H. G. Pollock||R. J. Rhames
419,Harrison Johnson,,m,African American,42,7/28/46,,,,truck driver,transportation,,176,"Harrison Johnson (1904 - 1946), a truck driver, was killed by John Holt in Putnam County, Georgia. Alleging that Johnson made an unprovoked attack on him, his wife, his son and his son’s friend after they helped Johnson remove his car out of a ditch, Holt beat and then shot Johnson. It was widely speculated that Johnson was killed because had reportedly registered to vote in Georgia’s gubernatorial election. Holt was released from custody by Sheriff J. F. Paschal and no charges were preferred against him.",7/28/46,,1946,1946,,Putnam County,Georgia,,4217625,4197000,public space - rural,attacking three white men and a white woman with a knife,,,,,,TRUE,,,FALSE,,,,,,Johnny Holt Jr.||Alvin Collis||John Holt
225,Denna Strickling,Dinah Strickland||Denna Strickland,f,African American,52,10/17/32,,,,farming,agricultural,,178,"Estella Strickling, 25, a farmer and housekeeper, was killed in 1932 by police officer Baliff Sam Thompson in Coweta County, Georgia. Thompson went to the Strickling home accompanied by Theo McDonald, a neighbor, to arrest one of the family members. Thompson shot and killed Estella and her mother Denna and injured her brother Onelious, alleging that Denna attacked him with an ax while Oneta and her brother shot him and McDonald. An essay on this case, researched and authored by a CRRJ student, is available on request.
",10/17/32,,1932,1932,Moreland,Coweta County,Georgia,4210088,4189828,4197000,victim's home,hiding a fugitive; attacking a police officer,TRUE,,,,,,,,,,,,,,Sam Thompson||Theo McDonald||[given name unknown] Hunter
836,Estella Strickland,Estella Strickling,f,African American,25,10/17/32,,,,farming,agricultural,,178,"Estella Strickling, 25, a farmer and housekeeper, was killed in 1932 by police officer Baliff Sam Thompson in Coweta County, Georgia. Thompson went to the Strickling home accompanied by Theo McDonald, a neighbor, to arrest one of the family members. Thompson shot and killed Estella and her mother Denna and injured her brother Onelious, alleging that Denna attacked him with an ax while Oneta and her brother shot him and McDonald. An essay on this case, researched and authored by a CRRJ student, is available on request.
",10/17/32,,1932,1932,Moreland,Coweta County,Georgia,4210088,4189828,4197000,victim's home,hiding a fugitive; attacking a police officer,TRUE,,,,,,,,,,,,,,Sam Thompson||Theo McDonald||[given name unknown] Hunter
56,Arthur Johnson Jr.,Arthur Johnson||Aurthur Johnson||Jack Johnson,m,African American,40,5/24/41,,,,laborer,laborer,,180,"Arthur Johnson Jr. (1906–1941), a laborer, was killed by Police Chief Tucker and L. G. Booth, a white man, in Crisp County, Georgia. Johnson was arrested allegedly for a debt of $7 to Booth. He was then beaten by Tucker and Booth in the police office. When Johnson fought back, Tucker shot him.",5/24/41,,1941,1941,Cordele,Crisp County,Georgia,4189423,4190062,4197000,carceral location,owing a white man $7.00,TRUE,,,,,,,,,,,,,,[given name unknown] Thornton||L. G. Booth||[given name unknown] Tucker||[given name unknown] Brown||[given name unknown] Granttiam
66,Ball Smith,Paul Smith,m,African American,52,7/12/47,,,,farmer,agricultural,,183,"Ball Smith (1895 - 1947), a farmer, was killed by Sheriff H. F. Herrington in Quitman County, Georgia. Herrington came to Smith’s house to arrest  Smith’s son. Herrington claimed that he opened fire when Smith sought to prevent the arrest and brandished a revolver.",7/12/47,,1947,1947,Georgetown,Quitman County,Georgia,4196919,4217715,4197000,victim's home,seeking to prevent the arrest of his son; resisting arrest,TRUE,,,,,,,,,,,,,144-19-58,H. F. Ferrington||Earl Martin
88,[given name unknown] Bishop,,m,likely African American,,,,,,,,,184,"Bishop, first name unknown, was killed in 1941 by the sheriff of Telair County, Georgia. Bishop’s wife, Mrs. Bishop reported the killing to Forrester Washington, Director of Atlanta University School of Social Work, who wrote the NAACP about it.. 
",,before 1941-02-04,1941,1941,,Telfair County,Georgia,,4225944,4197000,,,TRUE,,,,,,,,,,,,,,
95,Booker T. Spearman,Booker Spearman,m,African American,27,1/5/46,,,,laborer,laborer,,185,"Booker T. Spearman (1919 - 1946), a city trash collector, was killed by Police Chief Thomas Bragg in Pulaski County, Georgia. Bragg said he shot Spearman in self-defense. An essay on this case, researched and authored by a CRRJ student, is available on request.",1/5/46,,1946,1946,Hawkinsville,Pulaski County,Georgia,4199694,4217563,4197000,public space - urban,attacking a police officer,TRUE,,,,,,,,,,,,,144-19M-101,James Thomas Bragg
